PROVINCE_UID,PROVINCE_NAME,CCSUID,CCSNAME,CROPUID,CROP_NAME,FARMS_REPORTING,HECTARES
12,Nova Scotia,1203001,Clare,70,Alfalfa and alfalfa mixtures,0,0
12,Nova Scotia,1203001,Clare,73,All other tame hay and fodder crops,3,
12,Nova Scotia,1203001,Clare,76,Forage seed to be harvested for seed,0,0
12,Nova Scotia,1203001,Clare,79,Potatoes,1,
12,Nova Scotia,1203001,Clare,82,Mustard seed,0,0
12,Nova Scotia,1203001,Clare,85,Sunflower seed,0,0
12,Nova Scotia,1203001,Clare,88,Canary seed,0,0
12,Nova Scotia,1203001,Clare,91,Ginseng,0,0
12,Nova Scotia,1203001,Clare,94,Buckwheat,0,0
12,Nova Scotia,1203001,Clare,97,Sugar beets,0,0
12,Nova Scotia,1203001,Clare,100,Triticale,0,0
12,Nova Scotia,1203001,Clare,103,Hemp,0,0
12,Nova Scotia,1203001,Clare,106,Other field crops,0,0
12,Nova Scotia,1203004,Digby,1,Total area of field crops and hay,17,
12,Nova Scotia,1203004,Digby,4,"Wheat, total",0,0
12,Nova Scotia,1203004,Digby,7,Spring wheat (excluding durum),0,0
12,Nova Scotia,1203004,Digby,10,Durum wheat,0,0
12,Nova Scotia,1203004,Digby,13,Winter wheat,0,0
12,Nova Scotia,1203004,Digby,16,Oats,1,
12,Nova Scotia,1203004,Digby,19,Barley,1,
12,Nova Scotia,1203004,Digby,22,Mixed grains,1,
12,Nova Scotia,1203004,Digby,25,"Corn, total",0,0
12,Nova Scotia,1203004,Digby,28,Corn for grain,0,0
12,Nova Scotia,1203004,Digby,31,Corn for silage,0,0
12,Nova Scotia,1203004,Digby,34,"Rye, total",0,0
12,Nova Scotia,1203004,Digby,37,Fall rye,0,0
12,Nova Scotia,1203004,Digby,40,Spring rye,0,0
12,Nova Scotia,1203004,Digby,43,Canola (rapeseed),0,0
12,Nova Scotia,1203004,Digby,46,Soybeans,1,
12,Nova Scotia,1203004,Digby,49,Flaxseed,0,0
12,Nova Scotia,1203004,Digby,52,Dry field peas,0,0
12,Nova Scotia,1203004,Digby,55,Chick peas,0,0
12,Nova Scotia,1203004,Digby,58,Lentils,0,0
12,Nova Scotia,1203004,Digby,61,Faba beans,0,0
12,Nova Scotia,1203004,Digby,64,Dry white beans,0,0
12,Nova Scotia,1203004,Digby,67,Other dry beans,1,
12,Nova Scotia,1203004,Digby,70,Alfalfa and alfalfa mixtures,1,
12,Nova Scotia,1203004,Digby,73,All other tame hay and fodder crops,15,488
12,Nova Scotia,1203004,Digby,76,Forage seed to be harvested for seed,0,0
12,Nova Scotia,1203004,Digby,79,Potatoes,2,
12,Nova Scotia,1203004,Digby,82,Mustard seed,0,0
12,Nova Scotia,1203004,Digby,85,Sunflower seed,1,
12,Nova Scotia,1203004,Digby,88,Canary seed,0,0
12,Nova Scotia,1203004,Digby,91,Ginseng,0,0
12,Nova Scotia,1203004,Digby,94,Buckwheat,1,
12,Nova Scotia,1203004,Digby,97,Sugar beets,0,0
12,Nova Scotia,1203004,Digby,100,Triticale,0,0
12,Nova Scotia,1203004,Digby,103,Hemp,0,0
12,Nova Scotia,1203004,Digby,106,Other field crops,0,0
12,Nova Scotia,1204010,Queens,1,Total area of field crops and hay,15,389
12,Nova Scotia,1204010,Queens,4,"Wheat, total",0,0
12,Nova Scotia,1204010,Queens,7,Spring wheat (excluding durum),0,0
12,Nova Scotia,1204010,Queens,10,Durum wheat,0,0
12,Nova Scotia,1204010,Queens,13,Winter wheat,0,0
12,Nova Scotia,1204010,Queens,16,Oats,1,
12,Nova Scotia,1204010,Queens,19,Barley,0,0
12,Nova Scotia,1204010,Queens,22,Mixed grains,0,0
12,Nova Scotia,1204010,Queens,25,"Corn, total",0,0
12,Nova Scotia,1204010,Queens,28,Corn for grain,0,0
12,Nova Scotia,1204010,Queens,31,Corn for silage,0,0
12,Nova Scotia,1204010,Queens,34,"Rye, total",1,
12,Nova Scotia,1204010,Queens,37,Fall rye,1,
12,Nova Scotia,1204010,Queens,40,Spring rye,0,0
12,Nova Scotia,1204010,Queens,43,Canola (rapeseed),0,0
12,Nova Scotia,1204010,Queens,46,Soybeans,0,0
12,Nova Scotia,1204010,Queens,49,Flaxseed,0,0
12,Nova Scotia,1204010,Queens,52,Dry field peas,0,0
12,Nova Scotia,1204010,Queens,55,Chick peas,0,0
12,Nova Scotia,1204010,Queens,58,Lentils,0,0
12,Nova Scotia,1204010,Queens,61,Faba beans,0,0
12,Nova Scotia,1204010,Queens,64,Dry white beans,0,0
12,Nova Scotia,1204010,Queens,67,Other dry beans,0,0
12,Nova Scotia,1204010,Queens,70,Alfalfa and alfalfa mixtures,0,0
12,Nova Scotia,1204010,Queens,73,All other tame hay and fodder crops,15,387
12,Nova Scotia,1204010,Queens,76,Forage seed to be harvested for seed,0,0
12,Nova Scotia,1204010,Queens,79,Potatoes,1,
12,Nova Scotia,1204010,Queens,82,Mustard seed,0,0
12,Nova Scotia,1204010,Queens,85,Sunflower seed,0,0
12,Nova Scotia,1204010,Queens,88,Canary seed,0,0
12,Nova Scotia,1204010,Queens,91,Ginseng,0,0
12,Nova Scotia,1204010,Queens,94,Buckwheat,1,
12,Nova Scotia,1204010,Queens,97,Sugar beets,0,0
12,Nova Scotia,1204010,Queens,100,Triticale,0,0
12,Nova Scotia,1204010,Queens,103,Hemp,0,0
12,Nova Scotia,1204010,Queens,106,Other field crops,0,0
12,Nova Scotia,1206001,Lunenburg,1,Total area of field crops and hay,81,2440
12,Nova Scotia,1206001,Lunenburg,4,"Wheat, total",1,
12,Nova Scotia,1206001,Lunenburg,7,Spring wheat (excluding durum),0,0
12,Nova Scotia,1206001,Lunenburg,10,Durum wheat,0,0
12,Nova Scotia,1206001,Lunenburg,13,Winter wheat,1,
12,Nova Scotia,1206001,Lunenburg,16,Oats,4,
12,Nova Scotia,1206001,Lunenburg,19,Barley,0,0
12,Nova Scotia,1206001,Lunenburg,22,Mixed grains,0,0
12,Nova Scotia,1206001,Lunenburg,25,"Corn, total",0,0
12,Nova Scotia,1206001,Lunenburg,28,Corn for grain,0,0
12,Nova Scotia,1206001,Lunenburg,31,Corn for silage,0,0
12,Nova Scotia,1206001,Lunenburg,34,"Rye, total",0,0
12,Nova Scotia,1206001,Lunenburg,37,Fall rye,0,0
12,Nova Scotia,1206001,Lunenburg,40,Spring rye,0,0
12,Nova Scotia,1206001,Lunenburg,43,Canola (rapeseed),0,0
12,Nova Scotia,1206001,Lunenburg,46,Soybeans,1,
12,Nova Scotia,1206001,Lunenburg,49,Flaxseed,0,0
12,Nova Scotia,1206001,Lunenburg,52,Dry field peas,0,0
12,Nova Scotia,1206001,Lunenburg,55,Chick peas,0,0
12,Nova Scotia,1206001,Lunenburg,58,Lentils,0,0
12,Nova Scotia,1206001,Lunenburg,61,Faba beans,0,0
12,Nova Scotia,1206001,Lunenburg,64,Dry white beans,0,0
12,Nova Scotia,1206001,Lunenburg,67,Other dry beans,0,0
12,Nova Scotia,1206001,Lunenburg,70,Alfalfa and alfalfa mixtures,2,
12,Nova Scotia,1206001,Lunenburg,73,All other tame hay and fodder crops,74,2362
12,Nova Scotia,1206001,Lunenburg,76,Forage seed to be harvested for seed,0,0
12,Nova Scotia,1206001,Lunenburg,79,Potatoes,7,
12,Nova Scotia,1206001,Lunenburg,82,Mustard seed,0,0
12,Nova Scotia,1206001,Lunenburg,85,Sunflower seed,0,0
12,Nova Scotia,1206001,Lunenburg,88,Canary seed,0,0
12,Nova Scotia,1206001,Lunenburg,91,Ginseng,0,0
12,Nova Scotia,1206001,Lunenburg,94,Buckwheat,1,
12,Nova Scotia,1206001,Lunenburg,97,Sugar beets,0,0
12,Nova Scotia,1206001,Lunenburg,100,Triticale,0,0
12,Nova Scotia,1206001,Lunenburg,103,Hemp,0,0
12,Nova Scotia,1206001,Lunenburg,106,Other field crops,0,0
12,Nova Scotia,1206009,Chester,1,Total area of field crops and hay,17,
12,Nova Scotia,1206009,Chester,4,"Wheat, total",1,
12,Nova Scotia,1206009,Chester,7,Spring wheat (excluding durum),0,0
12,Nova Scotia,1206009,Chester,10,Durum wheat,0,0
12,Nova Scotia,1206009,Chester,13,Winter wheat,1,
12,Nova Scotia,1206009,Chester,16,Oats,2,
12,Nova Scotia,1206009,Chester,19,Barley,0,0
12,Nova Scotia,1206009,Chester,22,Mixed grains,0,0
12,Nova Scotia,1206009,Chester,25,"Corn, total",0,0
12,Nova Scotia,1206009,Chester,28,Corn for grain,0,0
12,Nova Scotia,1206009,Chester,31,Corn for silage,0,0
12,Nova Scotia,1206009,Chester,34,"Rye, total",1,
12,Nova Scotia,1206009,Chester,37,Fall rye,1,
12,Nova Scotia,1206009,Chester,40,Spring rye,0,0
12,Nova Scotia,1206009,Chester,43,Canola (rapeseed),0,0
12,Nova Scotia,1206009,Chester,46,Soybeans,0,0
12,Nova Scotia,1206009,Chester,49,Flaxseed,1,
12,Nova Scotia,1206009,Chester,52,Dry field peas,0,0
12,Nova Scotia,1206009,Chester,55,Chick peas,0,0
12,Nova Scotia,1206009,Chester,58,Lentils,0,0
12,Nova Scotia,1206009,Chester,61,Faba beans,0,0
12,Nova Scotia,1206009,Chester,64,Dry white beans,0,0
12,Nova Scotia,1206009,Chester,67,Other dry beans,0,0
12,Nova Scotia,1206009,Chester,70,Alfalfa and alfalfa mixtures,0,0
12,Nova Scotia,1206009,Chester,73,All other tame hay and fodder crops,15,
12,Nova Scotia,1206009,Chester,76,Forage seed to be harvested for seed,0,0
12,Nova Scotia,1206009,Chester,79,Potatoes,3,
12,Nova Scotia,1206009,Chester,82,Mustard seed,0,0
12,Nova Scotia,1206009,Chester,85,Sunflower seed,0,0
12,Nova Scotia,1206009,Chester,88,Canary seed,0,0
12,Nova Scotia,1206009,Chester,91,Ginseng,0,0
12,Nova Scotia,1206009,Chester,94,Buckwheat,0,0
12,Nova Scotia,1206009,Chester,97,Sugar beets,1,0
12,Nova Scotia,1206009,Chester,100,Triticale,0,0
12,Nova Scotia,1206009,Chester,103,Hemp,0,0
12,Nova Scotia,1206009,Chester,106,Other field crops,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",1,Total area of field crops and hay,12,255
12,Nova Scotia,1205001,"Annapolis, Subd. D",4,"Wheat, total",0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",7,Spring wheat (excluding durum),0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",10,Durum wheat,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",13,Winter wheat,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",16,Oats,1,
12,Nova Scotia,1205001,"Annapolis, Subd. D",19,Barley,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",22,Mixed grains,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",25,"Corn, total",0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",28,Corn for grain,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",31,Corn for silage,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",34,"Rye, total",0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",37,Fall rye,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",40,Spring rye,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",43,Canola (rapeseed),0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",46,Soybeans,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",49,Flaxseed,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",52,Dry field peas,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",55,Chick peas,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",58,Lentils,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",61,Faba beans,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",64,Dry white beans,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",67,Other dry beans,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",70,Alfalfa and alfalfa mixtures,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",73,All other tame hay and fodder crops,11,246
12,Nova Scotia,1205001,"Annapolis, Subd. D",76,Forage seed to be harvested for seed,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",79,Potatoes,1,
12,Nova Scotia,1205001,"Annapolis, Subd. D",82,Mustard seed,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",85,Sunflower seed,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",88,Canary seed,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",91,Ginseng,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",94,Buckwheat,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",97,Sugar beets,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",100,Triticale,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",103,Hemp,0,0
12,Nova Scotia,1205001,"Annapolis, Subd. D",106,Other field crops,0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",1,Total area of field crops and hay,19,985
12,Nova Scotia,1205004,"Annapolis, Subd. A",4,"Wheat, total",1,
12,Nova Scotia,1205004,"Annapolis, Subd. A",7,Spring wheat (excluding durum),0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",10,Durum wheat,0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",13,Winter wheat,1,
12,Nova Scotia,1205004,"Annapolis, Subd. A",16,Oats,2,
12,Nova Scotia,1205004,"Annapolis, Subd. A",19,Barley,1,
12,Nova Scotia,1205004,"Annapolis, Subd. A",22,Mixed grains,0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",25,"Corn, total",1,182
12,Nova Scotia,1205004,"Annapolis, Subd. A",28,Corn for grain,1,121
12,Nova Scotia,1205004,"Annapolis, Subd. A",31,Corn for silage,1,
12,Nova Scotia,1205004,"Annapolis, Subd. A",34,"Rye, total",1,
12,Nova Scotia,1205004,"Annapolis, Subd. A",37,Fall rye,1,
12,Nova Scotia,1205004,"Annapolis, Subd. A",40,Spring rye,0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",43,Canola (rapeseed),0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",46,Soybeans,0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",49,Flaxseed,0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",52,Dry field peas,2,
12,Nova Scotia,1205004,"Annapolis, Subd. A",55,Chick peas,0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",58,Lentils,0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",61,Faba beans,0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",64,Dry white beans,0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",67,Other dry beans,0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",70,Alfalfa and alfalfa mixtures,3,125
12,Nova Scotia,1205004,"Annapolis, Subd. A",73,All other tame hay and fodder crops,13,617
12,Nova Scotia,1205004,"Annapolis, Subd. A",76,Forage seed to be harvested for seed,0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",79,Potatoes,1,
12,Nova Scotia,1205004,"Annapolis, Subd. A",82,Mustard seed,0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",85,Sunflower seed,0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",88,Canary seed,0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",91,Ginseng,0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",94,Buckwheat,1,
12,Nova Scotia,1205004,"Annapolis, Subd. A",97,Sugar beets,0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",100,Triticale,0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",103,Hemp,0,0
12,Nova Scotia,1205004,"Annapolis, Subd. A",106,Other field crops,2,
12,Nova Scotia,1205009,"Annapolis, Subd. B",1,Total area of field crops and hay,39,2273
12,Nova Scotia,1205009,"Annapolis, Subd. B",4,"Wheat, total",7,
12,Nova Scotia,1205009,"Annapolis, Subd. B",7,Spring wheat (excluding durum),1,
12,Nova Scotia,1205009,"Annapolis, Subd. B",10,Durum wheat,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",13,Winter wheat,6,119
12,Nova Scotia,1205009,"Annapolis, Subd. B",16,Oats,6,
12,Nova Scotia,1205009,"Annapolis, Subd. B",19,Barley,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",22,Mixed grains,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",25,"Corn, total",7,375
12,Nova Scotia,1205009,"Annapolis, Subd. B",28,Corn for grain,6,316
12,Nova Scotia,1205009,"Annapolis, Subd. B",31,Corn for silage,4,
12,Nova Scotia,1205009,"Annapolis, Subd. B",34,"Rye, total",0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",37,Fall rye,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",40,Spring rye,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",43,Canola (rapeseed),0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",46,Soybeans,8,254
12,Nova Scotia,1205009,"Annapolis, Subd. B",49,Flaxseed,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",52,Dry field peas,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",55,Chick peas,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",58,Lentils,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",61,Faba beans,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",64,Dry white beans,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",67,Other dry beans,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",70,Alfalfa and alfalfa mixtures,5,146
12,Nova Scotia,1205009,"Annapolis, Subd. B",73,All other tame hay and fodder crops,35,1315
12,Nova Scotia,1205009,"Annapolis, Subd. B",76,Forage seed to be harvested for seed,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",79,Potatoes,1,
12,Nova Scotia,1205009,"Annapolis, Subd. B",82,Mustard seed,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",85,Sunflower seed,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",88,Canary seed,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",91,Ginseng,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",94,Buckwheat,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",97,Sugar beets,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",100,Triticale,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",103,Hemp,0,0
12,Nova Scotia,1205009,"Annapolis, Subd. B",106,Other field crops,0,0
12,Nova Scotia,1205014,"Annapolis, Subd. C",1,Total area of field crops and hay,37,2088
12,Nova Scotia,1205014,"Annapolis, Subd. C",4,"Wheat, total",5,108
12,Nova Scotia,1205014,"Annapolis, Subd. C",7,Spring wheat (excluding durum),1,
12,Nova Scotia,1205014,"Annapolis, Subd. C",10,Durum wheat,0,0
12,Nova Scotia,1205014,"Annapolis, Subd. C",13,Winter wheat,5,104
12,Nova Scotia,1205014,"Annapolis, Subd. C",16,Oats,10,102
12,Nova Scotia,1205014,"Annapolis, Subd. C",19,Barley,1,
12,Nova Scotia,1205014,"Annapolis, Subd. C",22,Mixed grains,0,0
12,Nova Scotia,1205014,"Annapolis, Subd. C",25,"Corn, total",6,143
12,Nova Scotia,1205014,"Annapolis, Subd. C",28,Corn for grain,5,92
12,Nova Scotia,1205014,"Annapolis, Subd. C",31,Corn for silage,4,
12,Nova Scotia,1205014,"Annapolis, Subd. C",34,"Rye, total",2,13
12,Nova Scotia,1205014,"Annapolis, Subd. C",37,Fall rye,2,13
12,Nova Scotia,1205014,"Annapolis, Subd. C",40,Spring rye,1,1
12,Nova Scotia,1205014,"Annapolis, Subd. C",43,Canola (rapeseed),0,0
12,Nova Scotia,1205014,"Annapolis, Subd. C",46,Soybeans,4,77
12,Nova Scotia,1205014,"Annapolis, Subd. C",49,Flaxseed,0,0
12,Nova Scotia,1205014,"Annapolis, Subd. C",52,Dry field peas,1,
12,Nova Scotia,1205014,"Annapolis, Subd. C",55,Chick peas,0,0
12,Nova Scotia,1205014,"Annapolis, Subd. C",58,Lentils,0,0
12,Nova Scotia,1205014,"Annapolis, Subd. C",61,Faba beans,0,0
12,Nova Scotia,1205014,"Annapolis, Subd. C",64,Dry white beans,0,0
12,Nova Scotia,1205014,"Annapolis, Subd. C",67,Other dry beans,1,
12,Nova Scotia,1205014,"Annapolis, Subd. C",70,Alfalfa and alfalfa mixtures,11,266
12,Nova Scotia,1205014,"Annapolis, Subd. C",73,All other tame hay and fodder crops,28,1224
12,Nova Scotia,1205014,"Annapolis, Subd. C",76,Forage seed to be harvested for seed,1,49
12,Nova Scotia,1205014,"Annapolis, Subd. C",79,Potatoes,3,67
12,Nova Scotia,1205014,"Annapolis, Subd. C",82,Mustard seed,1,21
12,Nova Scotia,1205014,"Annapolis, Subd. C",85,Sunflower seed,0,0
12,Nova Scotia,1205014,"Annapolis, Subd. C",88,Canary seed,0,0
12,Nova Scotia,1205014,"Annapolis, Subd. C",91,Ginseng,0,0
12,Nova Scotia,1205014,"Annapolis, Subd. C",94,Buckwheat,1,
12,Nova Scotia,1205014,"Annapolis, Subd. C",97,Sugar beets,0,0
12,Nova Scotia,1205014,"Annapolis, Subd. C",100,Triticale,1,8
12,Nova Scotia,1205014,"Annapolis, Subd. C",103,Hemp,0,0
12,Nova Scotia,1205014,"Annapolis, Subd. C",106,Other field crops,1,
12,Nova Scotia,1207001,"Kings, Subd. A",1,Total area of field crops and hay,109,7610
12,Nova Scotia,1207001,"Kings, Subd. A",4,"Wheat, total",17,629
12,Nova Scotia,1207001,"Kings, Subd. A",7,Spring wheat (excluding durum),5,
12,Nova Scotia,1207001,"Kings, Subd. A",10,Durum wheat,0,0
12,Nova Scotia,1207001,"Kings, Subd. A",13,Winter wheat,14,448
12,Nova Scotia,1207001,"Kings, Subd. A",16,Oats,11,
12,Nova Scotia,1207001,"Kings, Subd. A",19,Barley,4,
12,Nova Scotia,1207001,"Kings, Subd. A",22,Mixed grains,1,
12,Nova Scotia,1207001,"Kings, Subd. A",25,"Corn, total",32,2420
12,Nova Scotia,1207001,"Kings, Subd. A",28,Corn for grain,26,1775
12,Nova Scotia,1207001,"Kings, Subd. A",31,Corn for silage,15,645
12,Nova Scotia,1207001,"Kings, Subd. A",34,"Rye, total",5,100
12,Nova Scotia,1207001,"Kings, Subd. A",37,Fall rye,5,100
12,Nova Scotia,1207001,"Kings, Subd. A",40,Spring rye,0,0
12,Nova Scotia,1207001,"Kings, Subd. A",43,Canola (rapeseed),0,0
12,Nova Scotia,1207001,"Kings, Subd. A",46,Soybeans,25,1365
12,Nova Scotia,1207001,"Kings, Subd. A",49,Flaxseed,0,0
12,Nova Scotia,1207001,"Kings, Subd. A",52,Dry field peas,0,0
12,Nova Scotia,1207001,"Kings, Subd. A",55,Chick peas,0,0
12,Nova Scotia,1207001,"Kings, Subd. A",58,Lentils,0,0
12,Nova Scotia,1207001,"Kings, Subd. A",61,Faba beans,0,0
12,Nova Scotia,1207001,"Kings, Subd. A",64,Dry white beans,0,0
12,Nova Scotia,1207001,"Kings, Subd. A",67,Other dry beans,1,68
12,Nova Scotia,1207001,"Kings, Subd. A",70,Alfalfa and alfalfa mixtures,13,553
12,Nova Scotia,1207001,"Kings, Subd. A",73,All other tame hay and fodder crops,80,2314
12,Nova Scotia,1207001,"Kings, Subd. A",76,Forage seed to be harvested for seed,0,0
12,Nova Scotia,1207001,"Kings, Subd. A",79,Potatoes,11,
12,Nova Scotia,1207001,"Kings, Subd. A",82,Mustard seed,0,0
12,Nova Scotia,1207001,"Kings, Subd. A",85,Sunflower seed,0,0
12,Nova Scotia,1207001,"Kings, Subd. A",88,Canary seed,0,0
12,Nova Scotia,1207001,"Kings, Subd. A",91,Ginseng,0,0
12,Nova Scotia,1207001,"Kings, Subd. A",94,Buckwheat,1,
12,Nova Scotia,1207001,"Kings, Subd. A",97,Sugar beets,0,0
12,Nova Scotia,1207001,"Kings, Subd. A",100,Triticale,0,0
12,Nova Scotia,1207001,"Kings, Subd. A",103,Hemp,0,0
12,Nova Scotia,1207001,"Kings, Subd. A",106,Other field crops,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",1,Total area of field crops and hay,6,
12,Nova Scotia,1207011,"Kings, Subd. C",4,"Wheat, total",0,0
12,Nova Scotia,1207011,"Kings, Subd. C",7,Spring wheat (excluding durum),0,0
12,Nova Scotia,1207011,"Kings, Subd. C",10,Durum wheat,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",13,Winter wheat,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",16,Oats,1,
12,Nova Scotia,1207011,"Kings, Subd. C",19,Barley,1,
12,Nova Scotia,1207011,"Kings, Subd. C",22,Mixed grains,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",25,"Corn, total",0,0
12,Nova Scotia,1207011,"Kings, Subd. C",28,Corn for grain,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",31,Corn for silage,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",34,"Rye, total",0,0
12,Nova Scotia,1207011,"Kings, Subd. C",37,Fall rye,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",40,Spring rye,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",43,Canola (rapeseed),0,0
12,Nova Scotia,1207011,"Kings, Subd. C",46,Soybeans,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",49,Flaxseed,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",52,Dry field peas,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",55,Chick peas,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",58,Lentils,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",61,Faba beans,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",64,Dry white beans,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",67,Other dry beans,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",70,Alfalfa and alfalfa mixtures,1,
12,Nova Scotia,1207011,"Kings, Subd. C",73,All other tame hay and fodder crops,5,142
12,Nova Scotia,1207011,"Kings, Subd. C",76,Forage seed to be harvested for seed,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",79,Potatoes,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",82,Mustard seed,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",85,Sunflower seed,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",88,Canary seed,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",91,Ginseng,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",94,Buckwheat,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",97,Sugar beets,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",100,Triticale,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",103,Hemp,0,0
12,Nova Scotia,1207011,"Kings, Subd. C",106,Other field crops,0,0
12,Nova Scotia,1207016,"Kings, Subd. B",1,Total area of field crops and hay,73,6267
12,Nova Scotia,1207016,"Kings, Subd. B",4,"Wheat, total",30,1313
12,Nova Scotia,1207016,"Kings, Subd. B",7,Spring wheat (excluding durum),6,149
12,Nova Scotia,1207016,"Kings, Subd. B",10,Durum wheat,1,
12,Nova Scotia,1207016,"Kings, Subd. B",13,Winter wheat,27,1162
12,Nova Scotia,1207016,"Kings, Subd. B",16,Oats,13,177
12,Nova Scotia,1207016,"Kings, Subd. B",19,Barley,6,
12,Nova Scotia,1207016,"Kings, Subd. B",22,Mixed grains,3,49
